message,source
"With no alternative drugs likely to
become available in the near future, it is essential to preserve the therapeutic lifespan of
Artemisinin-based Combination Therapies.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
It should be emphasized that Artemisinin-based Combination Therapies remain highly efficacious for the time being.,World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"However,
full-blown Artemisinin-based Combination Therapy treatment failure would have tremendous consequences in Africa.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Researchers at Imperial College London estimated that a scenario with widespread
artemisinin partial resistance and high partner drug resistance could result in sixteen million
additional malaria cases and three hundred and sixty thousand hospitalized severe cases.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Assuming that a
portion of these additional cases would lead to additional deaths, this scenario could result in
an excess eighty thousand deaths per year.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The yearly economic impact would be one billion dollar
across the continent in that same scenario.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Drivers of resistance
Understanding the factors that play a role in driving the emergence and spread of
resistance is critical to effectively respond to the threat of antimalarial drug resistance.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"A
broad literature review and consultation process led to the identification of two categories
of factors driving resistance: background drivers and treatment-related drivers.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Background drivers include intrinsic factors linked to the parasite, host and drugs used, as
well as environmental factors.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Treatment-related drivers are those affecting how often, at
what dose, and for how long a parasite population is exposed to a given drug.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"This Strategy focuses primarily on identifying practical interventions to address
treatment- related drivers of resistance, while calling for increased research on background
drivers.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"The risk of the emergence and spread of resistance increases when a high number
of parasites are exposed to drugs, when parasites are exposed to one drug only, when
parasites are exposed to subtherapeutic drug levels, when parasites that are not fully
sensitive are more likely to be transmitted, and when parasites are exposed to drugs to
which they are not fully sensitive.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
"Interventions to mitigate the risks and respond to the emergence and
spread of antimalarial drug resistance in Africa
The Strategy addresses the threat of antimalarial drug resistance in Africa through four
pillars.",World Health Organization. (2022). Strategy to respond to antimalarial drug resistance in Africa. 
